Sampling date(mm/dd/yyyy)	Field	Experiment number	plot number	Ntrt	NAdd(g/m2/yr)	BurnTrt	Species Name	Species Biomass (g/m2)	Maximum plant height (cm)	Median plant height (cm)	Subplot	LastYrNtrtRec
8/17/1994	C	2	16	3	6	0	Asclepias syriaca	28.4667	-2	-2	Whole	1991
8/17/1994	C	2	16	3	6	0	Artemisia ludoviciana	197.0333	-2	-2	Whole	1991
8/17/1994	C	2	16	3	6	0	Ambrosia coronopifolia	11.5	-2	-2	Whole	1991
8/17/1994	C	2	16	3	6	0	Panicum oligosanthes	1.6333	-2	-2	Whole	1991
8/17/1994	C	2	16	3	6	0	Schizachyrium scoparium	23.1	-2	-2	Whole	1991
8/17/1994	C	2	16	3	6	0	Agropyron repens	0.8	-2	-2	Whole	1991
8/17/1994	C	2	16	3	6	0	Miscellaneous litter	466.2	-3	-3	Whole	1991
8/17/1994	C	2	16	3	6	0	Rubus sp.	12.4	-2	-2	Whole	1991
8/17/1994	C	2	17	6	28	0	Ambrosia coronopifolia	27.9333	-2	-2	Whole	1991
8/17/1994	C	2	17	6	28	0	Artemisia ludoviciana	102.5333	-2	-2	Whole	1991
8/17/1994	C	2	17	6	28	0	Rubus sp.	2.8	-2	-2	Whole	1991
8/17/1994	C	2	17	6	28	0	Setaria lutescens	0.0243	-2	-2	Whole	1991
8/17/1994	C	2	17	6	28	0	Agropyron repens	24.7667	-2	-2	Whole	1991
8/17/1994	C	2	17	6	28	0	Miscellaneous litter	324.9	-3	-3	Whole	1991
8/17/1994	C	2	17	6	28	0	Equisetum laevigatum	1.6667	-2	-2	Whole	1991
8/17/1994	C	2	17	6	28	0	Mosses & lichens	0.7667	-3	-3	Whole	1991
8/17/1994	C	2	17	6	28	0	Polygonum convolvulus	0.7667	-2	-2	Whole	1991
8/17/1994	C	2	17	6	28	0	Poa pratensis	67.1333	-2	-2	Whole	1991
8/17/1994	C	2	20	6	28	0	Poa pratensis	63.4	-2	-2	Whole	1991
8/17/1994	C	2	20	6	28	0	Apocynum androsaemifolium	54.1667	-2	-2	Whole	1991
8/17/1994	C	2	20	6	28	0	Artemisia ludoviciana	3.8667	-2	-2	Whole	1991
8/17/1994	C	2	20	6	28	0	Agropyron repens	213.6	-2	-2	Whole	1991
8/17/1994	C	2	20	6	28	0	Miscellaneous litter	618.9667	-3	-3	Whole	1991
8/17/1994	C	2	20	6	28	0	Lychnis alba	7.5333	-2	-2	Whole	1991
8/17/1994	C	2	21	9	0	0	Carex sp.	0.8333	-2	-2	Whole	1994
8/17/1994	C	2	21	9	0	0	Artemisia ludoviciana	42.1667	-2	-2	Whole	1994
8/17/1994	C	2	21	9	0	0	Viola pedatifida	0.7667	-2	-2	Whole	1994
8/17/1994	C	2	21	9	0	0	Lithospermum canescens	39.2333	-2	-2	Whole	1994
8/17/1994	C	2	21	9	0	0	Ambrosia coronopifolia	4.8	-2	-2	Whole	1994
8/17/1994	C	2	21	9	0	0	Rubus sp.	0.1	-2	-2	Whole	1994
8/17/1994	C	2	21	9	0	0	Poa pratensis	38.2	-2	-2	Whole	1994
8/17/1994	C	2	21	9	0	0	Panicum praecocious	1.1	-2	-2	Whole	1994
8/17/1994	C	2	21	9	0	0	Schizachyrium scoparium	14.7333	-2	-2	Whole	1994
8/17/1994	C	2	21	9	0	0	Mosses & lichens	0.2333	-3	-3	Whole	1994
8/17/1994	C	2	21	9	0	0	Agropyron repens	7.4667	-2	-2	Whole	1994
8/17/1994	C	2	21	9	0	0	Miscellaneous litter	561.1333	-3	-3	Whole	1994
8/17/1994	C	2	21	9	0	0	Solidago rigida	15.5	-2	-2	Whole	1994
8/17/1994	C	2	21	9	0	0	Sorghastrum nutans	69.2667	-2	-2	Whole	1994
8/18/1994	C	2	24	3	6	0	Lithospermum canescens	9.8	-2	-2	Whole	1991
8/18/1994	C	2	24	3	6	0	Solidago nemoralis	11.1333	-2	-2	Whole	1991
8/18/1994	C	2	24	3	6	0	Lithospermum caroliniense	0.4	-2	-2	Whole	1991
8/18/1994	C	2	24	3	6	0	Aster azureus	56.0667	-2	-2	Whole	1991
8/18/1994	C	2	24	3	6	0	Artemisia ludoviciana	30.3	-2	-2	Whole	1991
8/18/1994	C	2	24	3	6	0	Ambrosia coronopifolia	3.2	-2	-2	Whole	1991
8/18/1994	C	2	24	3	6	0	Carex sp.	13.1	-2	-2	Whole	1991
8/18/1994	C	2	24	3	6	0	Sorghastrum nutans	20.5667	-2	-2	Whole	1991
8/18/1994	C	2	24	3	6	0	Poa pratensis	34.0667	-2	-2	Whole	1991
8/18/1994	C	2	24	3	6	0	Panicum oligosanthes	2.1333	-2	-2	Whole	1991
8/18/1994	C	2	24	3	6	0	Schizachyrium scoparium	5.5	-2	-2	Whole	1991
8/18/1994	C	2	24	3	6	0	Miscellaneous litter	223.2	-3	-3	Whole	1991
8/18/1994	C	2	24	3	6	0	Rudbeckia serotina	18.7667	-2	-2	Whole	1991
8/18/1994	C	2	24	3	6	0	Rosa arkansana	9.8333	-2	-2	Whole	1991
8/18/1994	C	2	25	7	50	0	Ambrosia coronopifolia	8.0667	-2	-2	Whole	1991
8/18/1994	C	2	25	7	50	0	Lychnis alba	0.0043	-2	-2	Whole	1991
8/18/1994	C	2	25	7	50	0	Poa pratensis	41	-2	-2	Whole	1991
8/18/1994	C	2	25	7	50	0	Agropyron repens	169.1	-2	-2	Whole	1991
8/18/1994	C	2	25	7	50	0	Miscellaneous litter	975.1333	-3	-3	Whole	1991
8/18/1994	C	2	26	7	50	0	Agropyron repens	293.9667	-2	-2	Whole	1991
8/18/1994	C	2	26	7	50	0	Poa pratensis	37.0333	-2	-2	Whole	1991
8/18/1994	C	2	26	7	50	0	Urtica dioica	5.8	-2	-2	Whole	1991
8/18/1994	C	2	26	7	50	0	Miscellaneous litter	1017.7333	-3	-3	Whole	1991
8/18/1994	C	2	29	2	3	0	Rosa arkansana	80.6	-2	-2	Whole	1991
8/18/1994	C	2	29	2	3	0	Solidago nemoralis	3.7667	-2	-2	Whole	1991
8/18/1994	C	2	29	2	3	0	Tragopogon dubius	0.1333	-2	-2	Whole	1991
8/18/1994	C	2	29	2	3	0	Lithospermum canescens	1.1667	-2	-2	Whole	1991
8/18/1994	C	2	29	2	3	0	Aster azureus	0.4	-2	-2	Whole	1991
8/18/1994	C	2	29	2	3	0	Artemisia ludoviciana	24.9667	-2	-2	Whole	1991
8/18/1994	C	2	29	2	3	0	Ambrosia coronopifolia	12.7	-2	-2	Whole	1991
8/18/1994	C	2	29	2	3	0	Sorghastrum nutans	0.7	-2	-2	Whole	1991
8/18/1994	C	2	29	2	3	0	Poa pratensis	75.1667	-2	-2	Whole	1991
8/18/1994	C	2	29	2	3	0	Panicum oligosanthes	2.8333	-2	-2	Whole	1991
8/18/1994	C	2	29	2	3	0	Schizachyrium scoparium	28.3667	-2	-2	Whole	1991
8/18/1994	C	2	29	2	3	0	Mosses & lichens	0.3	-3	-3	Whole	1991
8/18/1994	C	2	29	2	3	0	Miscellaneous litter	678.4	-3	-3	Whole	1991
8/18/1994	C	2	29	2	3	0	Carex sp.	26.2	-2	-2	Whole	1991
8/18/1994	C	2	30	3	6	0	Sorghastrum nutans	39.2667	-2	-2	Whole	1991
8/18/1994	C	2	30	3	6	0	Oxybaphus hirsutus	0.0153	-2	-2	Whole	1991
8/18/1994	C	2	30	3	6	0	Euphorbia corollata	0.3667	-2	-2	Whole	1991
8/18/1994	C	2	30	3	6	0	Artemisia ludoviciana	23.4	-2	-2	Whole	1991
8/18/1994	C	2	30	3	6	0	Ambrosia coronopifolia	2.6	-2	-2	Whole	1991
8/18/1994	C	2	30	3	6	0	Rubus sp.	0.8333	-2	-2	Whole	1991
8/18/1994	C	2	30	3	6	0	Carex sp.	9.7	-2	-2	Whole	1991
8/18/1994	C	2	30	3	6	0	Poa pratensis	29.7	-2	-2	Whole	1991
8/18/1994	C	2	30	3	6	0	Schizachyrium scoparium	1.7333	-2	-2	Whole	1991
8/18/1994	C	2	30	3	6	0	Miscellaneous litter	326.4333	-3	-3	Whole	1991
8/18/1994	C	2	30	3	6	0	Rosa arkansana	0.4	-2	-2	Whole	1991
8/18/1994	C	2	31	4	10	0	Ambrosia coronopifolia	38.7333	-2	-2	Whole	1991
8/18/1994	C	2	31	4	10	0	Euphorbia corollata	4.3667	-2	-2	Whole	1991
8/18/1994	C	2	31	4	10	0	Lychnis alba	3.0333	-2	-2	Whole	1991
8/18/1994	C	2	31	4	10	0	Artemisia ludoviciana	22.9667	-2	-2	Whole	1991
8/18/1994	C	2	31	4	10	0	Poa pratensis	44.7333	-2	-2	Whole	1991
8/18/1994	C	2	31	4	10	0	Schizachyrium scoparium	26.2667	-2	-2	Whole	1991
8/18/1994	C	2	31	4	10	0	Agropyron repens	45.1333	-2	-2	Whole	1991
8/18/1994	C	2	31	4	10	0	Miscellaneous litter	580.8666	-3	-3	Whole	1991
8/18/1994	C	2	31	4	10	0	Polygonum convolvulus	0.1333	-2	-2	Whole	1991
8/18/1994	C	2	31	4	10	0	Lathyrus venosus	8	-2	-2	Whole	1991
8/18/1994	C	2	32	9	0	0	Artemisia ludoviciana	8.3667	-2	-2	Whole	1991
8/18/1994	C	2	32	9	0	0	Oxybaphus hirsutus	0.0667	-2	-2	Whole	1991
8/18/1994	C	2	32	9	0	0	Viola pedatifida	2.5	-2	-2	Whole	1991
8/18/1994	C	2	32	9	0	0	Solidago rigida	5.4	-2	-2	Whole	1991
8/18/1994	C	2	32	9	0	0	Ambrosia coronopifolia	15.2667	-2	-2	Whole	1991
8/18/1994	C	2	32	9	0	0	Lathyrus venosus	1.7667	-2	-2	Whole	1991
8/18/1994	C	2	32	9	0	0	Sorghastrum nutans	14.8	-2	-2	Whole	1991
8/18/1994	C	2	32	9	0	0	Poa pratensis	45.6333	-2	-2	Whole	1991
8/18/1994	C	2	32	9	0	0	Schizachyrium scoparium	30.5333	-2	-2	Whole	1991
8/18/1994	C	2	32	9	0	0	Agropyron repens	19.2	-2	-2	Whole	1991
8/18/1994	C	2	32	9	0	0	Miscellaneous litter	606.5333	-3	-3	Whole	1991
8/18/1994	C	2	32	9	0	0	Rosa arkansana	17.2	-2	-2	Whole	1991
8/18/1994	C	2	32	9	0	0	Tradescantia occidentalis	0.1667	-2	-2	Whole	1991
8/18/1994	C	2	34	4	10	0	Agropyron repens	64.6	-2	-2	Whole	1991
8/18/1994	C	2	34	4	10	0	Artemisia ludoviciana	39.5333	-2	-2	Whole	1991
8/18/1994	C	2	34	4	10	0	Ambrosia coronopifolia	0.3667	-2	-2	Whole	1991
8/18/1994	C	2	34	4	10	0	Rosa arkansana	60.4333	-2	-2	Whole	1991
8/18/1994	C	2	34	4	10	0	Carex sp.	3.2667	-2	-2	Whole	1991
8/18/1994	C	2	34	4	10	0	Schizachyrium scoparium	5.3667	-2	-2	Whole	1991
8/18/1994	C	2	34	4	10	0	Miscellaneous litter	761.1667	-3	-3	Whole	1991
8/18/1994	C	2	34	4	10	0	Poa pratensis	57.2333	-2	-2	Whole	1991
8/19/1994	C	2	35	7	50	0	Poa pratensis	83.8	-2	-2	Whole	1991
8/19/1994	C	2	35	7	50	0	Artemisia ludoviciana	74.0333	-2	-2	Whole	1991
8/19/1994	C	2	35	7	50	0	Ambrosia coronopifolia	19.1	-2	-2	Whole	1991
8/19/1994	C	2	35	7	50	0	Rosa arkansana	84.6667	-2	-2	Whole	1991
8/19/1994	C	2	35	7	50	0	Carex sp.	41.4667	-2	-2	Whole	1991
8/19/1994	C	2	35	7	50	0	Schizachyrium scoparium	16.4667	-2	-2	Whole	1991
8/19/1994	C	2	35	7	50	0	Miscellaneous litter	519.7333	-3	-3	Whole	1991
8/19/1994	C	2	35	7	50	0	Fungi 	0.1333	-2	-2	Whole	1991
8/19/1994	C	2	35	7	50	0	Setaria lutescens	0.0333	-2	-2	Whole	1991
8/19/1994	C	2	39	9	0	0	Ambrosia coronopifolia	12.98	-2	-2	Whole	1994
8/19/1994	C	2	39	9	0	0	Viola pedatifida	0.9433	-2	-2	Whole	1994
8/19/1994	C	2	39	9	0	0	Tradescantia occidentalis	0.1837	-2	-2	Whole	1994
8/19/1994	C	2	39	9	0	0	Solidago rigida	2.3	-2	-2	Whole	1994
8/19/1994	C	2	39	9	0	0	Polygonum convolvulus	0.3867	-2	-2	Whole	1994
8/19/1994	C	2	39	9	0	0	Asclepias tuberosa	0.076	-2	-2	Whole	1994
8/19/1994	C	2	39	9	0	0	Lathyrus venosus	24.5867	-2	-2	Whole	1994
8/19/1994	C	2	39	9	0	0	Miscellaneous litter	703.1333	-3	-3	Whole	1994
8/19/1994	C	2	39	9	0	0	Euphorbia corollata	0.49	-2	-2	Whole	1994
8/19/1994	C	2	39	9	0	0	Mosses & lichens	0.136	-3	-3	Whole	1994
8/19/1994	C	2	39	9	0	0	Carex sp.	3.9733	-2	-2	Whole	1994
8/19/1994	C	2	39	9	0	0	Agropyron repens	2.1967	-2	-2	Whole	1994
8/19/1994	C	2	39	9	0	0	Schizachyrium scoparium	92.7667	-2	-2	Whole	1994
8/19/1994	C	2	39	9	0	0	Poa pratensis	56.8	-2	-2	Whole	1994
8/19/1994	C	2	39	9	0	0	Sorghastrum nutans	0.1927	-2	-2	Whole	1994
8/19/1994	C	2	40	9	0	0	Ambrosia coronopifolia	3.1233	-2	-2	Whole	1991
8/19/1994	C	2	40	9	0	0	Artemisia ludoviciana	2.4333	-2	-2	Whole	1991
8/19/1994	C	2	40	9	0	0	Tragopogon dubius	0.08	-2	-2	Whole	1991
8/19/1994	C	2	40	9	0	0	Tradescantia occidentalis	0.86	-2	-2	Whole	1991
8/19/1994	C	2	40	9	0	0	Sisyrinchium campestre	0.008	-2	-2	Whole	1991
8/19/1994	C	2	40	9	0	0	Polygonum convolvulus	0.15	-2	-2	Whole	1991
8/19/1994	C	2	40	9	0	0	Euphorbia corollata	0.6867	-2	-2	Whole	1991
8/19/1994	C	2	40	9	0	0	Viola pedatifida	0.2767	-2	-2	Whole	1991
8/19/1994	C	2	40	9	0	0	Schizachyrium scoparium	81.4667	-2	-2	Whole	1991
8/19/1994	C	2	40	9	0	0	Lithospermum canescens	6.56	-2	-2	Whole	1991
8/19/1994	C	2	40	9	0	0	Lespedeza capitata	6.31	-2	-2	Whole	1991
8/19/1994	C	2	40	9	0	0	Miscellaneous litter	558.8	-3	-3	Whole	1991
8/19/1994	C	2	40	9	0	0	Panicum oligosanthes	0.01	-2	-2	Whole	1991
8/19/1994	C	2	40	9	0	0	Poa pratensis	40.3333	-2	-2	Whole	1991
8/19/1994	C	2	40	9	0	0	Stipa spartea	15.5667	-2	-2	Whole	1991
8/19/1994	C	2	40	9	0	0	Carex sp.	7.3333	-2	-2	Whole	1991
8/19/1994	C	2	40	9	0	0	Mosses & lichens	0.1567	-3	-3	Whole	1991
8/22/1994	C	2	45	2	3	0	Carex sp.	5.4067	-2	-2	Whole	1991
8/22/1994	C	2	45	2	3	0	Viola pedatifida	1.18	-2	-2	Whole	1991
8/22/1994	C	2	45	2	3	0	Solidago rigida	27.1667	-2	-2	Whole	1991
8/22/1994	C	2	45	2	3	0	Euphorbia corollata	5.2667	-2	-2	Whole	1991
8/22/1994	C	2	45	2	3	0	Artemisia ludoviciana	10.4433	-2	-2	Whole	1991
8/22/1994	C	2	45	2	3	0	Ambrosia coronopifolia	4.5867	-2	-2	Whole	1991
8/22/1994	C	2	45	2	3	0	Tragopogon dubius	11.38	-2	-2	Whole	1991
8/22/1994	C	2	45	2	3	0	Stipa spartea	12.0667	-2	-2	Whole	1991
8/22/1994	C	2	45	2	3	0	Sorghastrum nutans	14.3667	-2	-2	Whole	1991
8/22/1994	C	2	45	2	3	0	Poa pratensis	41.8767	-2	-2	Whole	1991
8/22/1994	C	2	45	2	3	0	Schizachyrium scoparium	79.6	-2	-2	Whole	1991
8/22/1994	C	2	45	2	3	0	Agropyron repens	1.5667	-2	-2	Whole	1991
8/22/1994	C	2	45	2	3	0	Miscellaneous litter	722.9	-3	-3	Whole	1991
8/22/1994	C	2	45	2	3	0	Rosa arkansana	8.1333	-2	-2	Whole	1991
8/22/1994	C	2	45	2	3	0	Lathyrus venosus	32.4367	-2	-2	Whole	1991
8/22/1994	C	2	46	1	0	0	Aster azureus	46.1333	-2	-2	Whole	1991
8/22/1994	C	2	46	1	0	0	Euphorbia corollata	54.6333	-2	-2	Whole	1991
8/22/1994	C	2	46	1	0	0	Sisyrinchium campestre	0.17	-2	-2	Whole	1991
8/22/1994	C	2	46	1	0	0	Solidago rigida	11.9033	-2	-2	Whole	1991
8/22/1994	C	2	46	1	0	0	Tradescantia occidentalis	2.6167	-2	-2	Whole	1991
8/22/1994	C	2	46	1	0	0	Viola pedatifida	0.0533	-2	-2	Whole	1991
8/22/1994	C	2	46	1	0	0	Oxybaphus hirsutus	0.04	-2	-2	Whole	1991
8/22/1994	C	2	46	1	0	0	Sorghastrum nutans	51.55	-2	-2	Whole	1991
8/22/1994	C	2	46	1	0	0	Miscellaneous herbs	0.0367	-2	-2	Whole	1991
8/22/1994	C	2	46	1	0	0	Schizachyrium scoparium	53.3333	-2	-2	Whole	1991
8/22/1994	C	2	46	1	0	0	Artemisia ludoviciana	7.8333	-2	-2	Whole	1991
8/22/1994	C	2	46	1	0	0	Poa pratensis	47.8	-2	-2	Whole	1991
8/22/1994	C	2	46	1	0	0	Carex sp.	15.1567	-2	-2	Whole	1991
8/22/1994	C	2	46	1	0	0	Stipa spartea	30.2333	-2	-2	Whole	1991
8/22/1994	C	2	46	1	0	0	Miscellaneous litter	553.5333	-3	-3	Whole	1991
8/22/1994	C	2	46	1	0	0	Lespedeza capitata	3.3267	-2	-2	Whole	1991
8/22/1994	C	2	46	1	0	0	Ambrosia coronopifolia	8.18	-2	-2	Whole	1991
8/22/1994	C	2	47	1	0	0	Ambrosia coronopifolia	4.1333	-2	-2	Whole	1991
8/22/1994	C	2	47	1	0	0	Anemone cylindrica	1.4667	-2	-2	Whole	1991
8/22/1994	C	2	47	1	0	0	Solidago nemoralis	7.7	-2	-2	Whole	1991
8/22/1994	C	2	47	1	0	0	Rumex acetosella	0.3333	-2	-2	Whole	1991
8/22/1994	C	2	47	1	0	0	Rudbeckia serotina	2.1333	-2	-2	Whole	1991
8/22/1994	C	2	47	1	0	0	Lithospermum canescens	4.5667	-2	-2	Whole	1991
8/22/1994	C	2	47	1	0	0	Euphorbia corollata	3.4667	-2	-2	Whole	1991
8/22/1994	C	2	47	1	0	0	Viola pedatifida	0.7333	-2	-2	Whole	1991
8/22/1994	C	2	47	1	0	0	Schizachyrium scoparium	60.1333	-2	-2	Whole	1991
8/22/1994	C	2	47	1	0	0	Artemisia ludoviciana	8.5667	-2	-2	Whole	1991
8/22/1994	C	2	47	1	0	0	Miscellaneous litter	534.9333	-3	-3	Whole	1991
8/22/1994	C	2	47	1	0	0	Lactuca sp.	0.0667	-2	-2	Whole	1991
8/22/1994	C	2	47	1	0	0	Panicum oligosanthes	0.0333	-2	-2	Whole	1991
8/22/1994	C	2	47	1	0	0	Panicum perlongum	0.6	-2	-2	Whole	1991
8/22/1994	C	2	47	1	0	0	Poa pratensis	26.8667	-2	-2	Whole	1991
8/22/1994	C	2	47	1	0	0	Sorghastrum nutans	31.6667	-2	-2	Whole	1991
8/22/1994	C	2	47	1	0	0	Stipa spartea	6.6	-2	-2	Whole	1991
8/22/1994	C	2	47	1	0	0	Carex sp.	7.6333	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Ambrosia coronopifolia	10.6	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Viola pedatifida	0.3333	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Solidago rigida	46.8333	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Sisyrinchium campestre	0.1667	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Physalis virginiana	0.1333	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Helianthemum bicknellii	13.6	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Euphorbia corollata	0.2667	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Artemisia ludoviciana	50.2333	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Tradescantia occidentalis	0.0667	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Schizachyrium scoparium	22.1333	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Agropyron repens	11.6667	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Miscellaneous litter	658.7	-3	-3	Whole	1991
8/22/1994	C	2	50	2	3	0	Lespedeza capitata	3.6	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Panicum perlongum	0.2	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Poa pratensis	66.3	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Sorghastrum nutans	37.4	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Stipa spartea	21.5	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Carex sp.	0.3	-2	-2	Whole	1991
8/22/1994	C	2	50	2	3	0	Lathyrus venosus	4.2667	-2	-2	Whole	1991
8/22/1994	C	2	51	5	16	0	Viola pedatifida	0.0667	-2	-2	Whole	1991
8/22/1994	C	2	51	5	16	0	Ambrosia coronopifolia	18.4	-2	-2	Whole	1991
8/22/1994	C	2	51	5	16	0	Physalis virginiana	0.6333	-2	-2	Whole	1991
8/22/1994	C	2	51	5	16	0	Lithospermum canescens	0.9333	-2	-2	Whole	1991
8/22/1994	C	2	51	5	16	0	Euphorbia corollata	7.9333	-2	-2	Whole	1991
8/22/1994	C	2	51	5	16	0	Artemisia ludoviciana	12.1667	-2	-2	Whole	1991
8/22/1994	C	2	51	5	16	0	Tradescantia occidentalis	0.0333	-2	-2	Whole	1991
8/22/1994	C	2	51	5	16	0	Lathyrus venosus	29.6667	-2	-2	Whole	1991
8/22/1994	C	2	51	5	16	0	Sorghastrum nutans	27.4333	-2	-2	Whole	1991
8/22/1994	C	2	51	5	16	0	Poa pratensis	67.4	-2	-2	Whole	1991
8/22/1994	C	2	51	5	16	0	Panicum oligosanthes	1	-2	-2	Whole	1991
8/22/1994	C	2	51	5	16	0	Schizachyrium scoparium	53.3333	-2	-2	Whole	1991
8/22/1994	C	2	51	5	16	0	Agropyron repens	30.2667	-2	-2	Whole	1991
8/22/1994	C	2	51	5	16	0	Miscellaneous litter	632.1333	-3	-3	Whole	1991
8/22/1994	C	2	53	9	0	0	Helianthemum bicknellii	16.4667	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Lithospermum canescens	0.5333	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Polygala polygama	1.1667	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Polygonum convolvulus	0.0667	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Sisyrinchium campestre	0.2	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Artemisia (caudata)	26.4333	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Viola pedatifida	0.1333	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Anemone cylindrica	0.3	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Solidago nemoralis	2.5667	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Schizachyrium scoparium	37.8	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Euphorbia corollata	6.4667	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Miscellaneous litter	395.3666	-3	-3	Whole	1994
8/22/1994	C	2	53	9	0	0	Ambrosia coronopifolia	0.4667	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Panicum praecocious	0.7	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Poa pratensis	24.8667	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Sorghastrum nutans	45.1667	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Stipa spartea	3.9	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Carex sp.	5.3667	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Lathyrus venosus	16.0667	-2	-2	Whole	1994
8/22/1994	C	2	53	9	0	0	Mosses & lichens	11.2667	-3	-3	Whole	1994
8/22/1994	C	2	54	5	16	0	Asclepias tuberosa	97.9667	-2	-2	Whole	1991
8/22/1994	C	2	54	5	16	0	Schizachyrium scoparium	22.8333	-2	-2	Whole	1991
8/22/1994	C	2	54	5	16	0	Viola pedatifida	0.49	-2	-2	Whole	1991
8/22/1994	C	2	54	5	16	0	Tradescantia occidentalis	0.26	-2	-2	Whole	1991
8/22/1994	C	2	54	5	16	0	Solidago rigida	26.2333	-2	-2	Whole	1991
8/22/1994	C	2	54	5	16	0	Silene antirrhina	0.0567	-2	-2	Whole	1991
8/22/1994	C	2	54	5	16	0	Polygonum convolvulus	1.08	-2	-2	Whole	1991
8/22/1994	C	2	54	5	16	0	Physalis virginiana	3.9067	-2	-2	Whole	1991
8/22/1994	C	2	54	5	16	0	Lithospermum canescens	4.19	-2	-2	Whole	1991
8/22/1994	C	2	54	5	16	0	Euphorbia corollata	0.5433	-2	-2	Whole	1991
8/22/1994	C	2	54	5	16	0	Ambrosia coronopifolia	14.67	-2	-2	Whole	1991
8/22/1994	C	2	54	5	16	0	Carex sp.	40.0333	-2	-2	Whole	1991
8/22/1994	C	2	54	5	16	0	Stipa spartea	9.0567	-2	-2	Whole	1991
8/22/1994	C	2	54	5	16	0	Sorghastrum nutans	6.4967	-2	-2	Whole	1991
8/22/1994	C	2	54	5	16	0	Setaria lutescens	0.2733	-2	-2	Whole	1991
8/22/1994	C	2	54	5	16	0	Miscellaneous litter	644.9	-3	-3	Whole	1991
8/22/1994	C	2	54	5	16	0	Panicum oligosanthes	2.3833	-2	-2	Whole	1991
8/22/1994	C	2	54	5	16	0	Poa pratensis	103.9667	-2	-2	Whole	1991
8/22/1994	C	2	54	5	16	0	Artemisia ludoviciana	32.7333	-2	-2	Whole	1991
7/18/1996	A	2	1	5	16	0	Agropyron repens	41.6333	-2	-2	Whole	1996
7/18/1996	A	2	1	5	16	0	Poa pratensis	105.6333	-2	-2	Whole	1996
7/18/1996	A	2	1	5	16	0	Miscellaneous litter	595.1	-3	-3	Whole	1996
7/18/1996	A	2	2	9	0	0	Fungi 	2.7	-2	-2	Whole	1991
7/18/1996	A	2	2	9	0	0	Miscellaneous litter	482.2	-3	-3	Whole	1991
7/18/1996	A	2	2	9	0	0	Agropyron repens	10.7	-2	-2	Whole	1991
7/18/1996	A	2	2	9	0	0	Schizachyrium scoparium	71.3667	-2	-2	Whole	1991
7/18/1996	A	2	2	9	0	0	Poa pratensis	94.4	-2	-2	Whole	1991
7/18/1996	A	2	2	9	0	0	Potentilla recta	0.7333	-2	-2	Whole	1991
7/18/1996	A	2	2	9	0	0	Mosses & lichens	2.8667	-3	-3	Whole	1991
7/18/1996	A	2	3	9	0	0	Achillea millefolium(lanulosa)	0.9433	-2	-2	Whole	1996
7/18/1996	A	2	3	9	0	0	Ambrosia artemisiifolia	0.0433	-2	-2	Whole	1996
7/18/1996	A	2	3	9	0	0	Poa pratensis	80.8333	-2	-2	Whole	1996
7/18/1996	A	2	3	9	0	0	Agropyron repens	0.5667	-2	-2	Whole	1996
7/18/1996	A	2	3	9	0	0	Miscellaneous litter	346.6333	-3	-3	Whole	1996
7/18/1996	A	2	3	9	0	0	Mosses & lichens	7.1	-3	-3	Whole	1996
7/18/1996	A	2	3	9	0	0	Artemisia (caudata)	0.0033	-2	-2	Whole	1996
