Sampling date(mm/dd/yyyy)	Field	Experiment number	plot number	Ntrt	NAdd(g/m2/yr)	BurnTrt	Species Name	Species Biomass (g/m2)	Maximum plant height (cm)	Median plant height (cm)	Subplot	LastYrNtrtRec
7/13/1983	B	2	34	9	0	0	Agrostis scabra	1.3	44	10	Whole	1983
7/13/1983	B	2	43	9	0	0	Ambrosia artemisiifolia	4.4	21	16	Whole	1983
7/13/1983	B	2	43	9	0	0	Panicum oligosanthes	4.333	17	12	Whole	1983
7/13/1983	B	2	43	9	0	0	Setaria lutescens	4.333	20.5	16	Whole	1983
7/13/1983	B	2	43	9	0	0	Cyperus sp.	1.367	36	24	Whole	1983
7/13/1983	B	2	43	9	0	0	Crepis tectorum	1.667	42	27	Whole	1983
7/13/1983	B	2	43	9	0	0	Erigeron canadensis	1.267	30.5	30.5	Whole	1983
7/13/1983	B	2	43	9	0	0	Schizachyrium scoparium	40.233	61	24	Whole	1983
7/13/1983	B	2	43	9	0	0	Erigeron strigosus	0.333	5.5	5	Whole	1983
7/13/1983	B	2	43	9	0	0	Agrostis scabra	8.533	55	30	Whole	1983
7/13/1983	B	2	43	9	0	0	Agropyron repens	6.567	63	11	Whole	1983
7/13/1983	B	2	43	9	0	0	Miscellaneous litter	44.867	-3	-3	Whole	1983
7/13/1983	B	2	43	9	0	0	Hedeoma hispida	3.133	21.5	17	Whole	1983
7/13/1983	B	2	43	9	0	0	Polygonum convolvulus	0.03	3.5	3.5	Whole	1983
7/13/1983	B	2	43	9	0	0	Rumex acetosella	25.733	47.5	24	Whole	1983
7/13/1983	B	2	43	9	0	0	Aristida basiramea	2.933	41.5	24	Whole	1983
7/13/1983	C	2	1	5	16	0	Panicum oligosanthes	230.1	55.5	42	Whole	1991
7/13/1983	C	2	1	5	16	0	Polygonum convolvulus	0.767	97	54	Whole	1991
7/13/1983	C	2	1	5	16	0	Physalis virginiana	0.567	15	15	Whole	1991
7/13/1983	C	2	1	5	16	0	Erigeron canadensis	20.933	95	95	Whole	1991
7/13/1983	C	2	1	5	16	0	Artemisia ludoviciana	195.733	83	74	Whole	1991
7/13/1983	C	2	1	5	16	0	Carex sp.	17.967	62.5	47	Whole	1991
7/13/1983	C	2	1	5	16	0	Poa pratensis	3.167	40.5	20	Whole	1991
7/13/1983	C	2	1	5	16	0	Schizachyrium scoparium	0.367	17	10.5	Whole	1991
7/13/1983	C	2	1	5	16	0	Agropyron repens	28	104	34	Whole	1991
7/13/1983	C	2	1	5	16	0	Miscellaneous litter	77.267	-3	-3	Whole	1991
7/13/1983	C	2	1	5	16	0	Setaria lutescens	6.767	44	35	Whole	1991
7/13/1983	C	2	2	6	28	0	Physalis virginiana	0.233	14	14	Whole	1991
7/13/1983	C	2	2	6	28	0	Poa pratensis	3.433	52.5	38	Whole	1991
7/13/1983	C	2	2	6	28	0	Anemone cylindrica	0.233	13.5	12	Whole	1991
7/13/1983	C	2	2	6	28	0	Artemisia ludoviciana	613.433	124	85	Whole	1991
7/13/1983	C	2	2	6	28	0	Lespedeza capitata	0.467	40	40	Whole	1991
7/13/1983	C	2	2	6	28	0	Setaria lutescens	40.2	90	33	Whole	1991
7/13/1983	C	2	2	6	28	0	Panicum oligosanthes	166.7	67	45	Whole	1991
7/13/1983	C	2	2	6	28	0	Schizachyrium scoparium	5.067	58	29	Whole	1991
7/13/1983	C	2	2	6	28	0	Agropyron repens	14.567	74	35	Whole	1991
7/13/1983	C	2	2	6	28	0	Equisetum laevigatum	5.033	100.5	55	Whole	1991
7/13/1983	C	2	2	6	28	0	Miscellaneous litter	189.667	-3	-3	Whole	1991
7/13/1983	C	2	2	6	28	0	Panicum praecocious	3	33	30	Whole	1991
7/13/1983	C	2	5	8	80	0	Carex sp.	1.033	59	59	Whole	1991
7/13/1983	C	2	5	8	80	0	Polygonum convolvulus	31.6	134	52	Whole	1991
7/13/1983	C	2	5	8	80	0	Chenopodium album	0.667	27	14	Whole	1991
7/13/1983	C	2	5	8	80	0	Artemisia ludoviciana	7.3	54.5	54.5	Whole	1991
7/13/1983	C	2	5	8	80	0	Rubus sp.	36.733	41	29	Whole	1991
7/13/1983	C	2	5	8	80	0	Setaria lutescens	335.6	124.5	68	Whole	1991
7/13/1983	C	2	5	8	80	0	Panicum oligosanthes	30.1	43	35	Whole	1991
7/13/1983	C	2	5	8	80	0	Panicum capillare	3.933	62	62	Whole	1991
7/13/1983	C	2	5	8	80	0	Schizachyrium scoparium	5.533	94	82.4	Whole	1991
7/13/1983	C	2	5	8	80	0	Miscellaneous litter	208.9	-3	-3	Whole	1991
7/13/1983	C	2	5	8	80	0	Poa pratensis	0.167	32.5	16	Whole	1991
7/13/1983	C	2	5	8	80	0	Ambrosia coronopifolia	80.3	103	103	Whole	1991
7/13/1983	C	2	9	9	0	0	Miscellaneous herbs	0.567	18	18	Whole	1991
7/13/1983	C	2	9	9	0	0	Artemisia (caudata)	5.567	22	14	Whole	1991
7/13/1983	C	2	9	9	0	0	Artemisia ludoviciana	100.167	66	62	Whole	1991
7/13/1983	C	2	9	9	0	0	Erigeron canadensis	0.9	42.5	42.5	Whole	1991
7/13/1983	C	2	9	9	0	0	Euphorbia corollata	0.133	8.5	8.5	Whole	1991
7/13/1983	C	2	9	9	0	0	Lychnis alba	0.167	1.5	1.5	Whole	1991
7/13/1983	C	2	9	9	0	0	Penstemon gracilis	0.043	3	3	Whole	1991
7/13/1983	C	2	9	9	0	0	Rudbeckia serotina	1	18.5	10	Whole	1991
7/13/1983	C	2	9	9	0	0	Ambrosia coronopifolia	1.133	23.5	23.5	Whole	1991
7/13/1983	C	2	9	9	0	0	Panicum perlongum	10.933	38	25	Whole	1991
7/13/1983	C	2	9	9	0	0	Polygonum convolvulus	1.633	36	22	Whole	1991
7/13/1983	C	2	9	9	0	0	Schizachyrium scoparium	2.767	33.5	20	Whole	1991
7/13/1983	C	2	9	9	0	0	Poa pratensis	0.133	27	20	Whole	1991
7/13/1983	C	2	9	9	0	0	Agrostis scabra	0.017	17	17	Whole	1991
7/13/1983	C	2	9	9	0	0	Lespedeza capitata	2.167	22	21.5	Whole	1991
7/13/1983	C	2	9	9	0	0	Panicum capillare	1.2	42	42	Whole	1991
7/13/1983	C	2	9	9	0	0	Panicum oligosanthes	139.167	35	27	Whole	1991
7/13/1983	C	2	9	9	0	0	Panicum praecocious	0.02	4	4	Whole	1991
7/13/1983	C	2	9	9	0	0	Setaria lutescens	4.7	27.5	19.5	Whole	1991
7/13/1983	C	2	9	9	0	0	Cyperus sp.	0.017	10.5	10.5	Whole	1991
7/13/1983	C	2	9	9	0	0	Rubus sp.	55.267	42	24	Whole	1991
7/13/1983	C	2	10	1	0	0	Setaria lutescens	12.467	53	31	Whole	1991
7/13/1983	C	2	10	1	0	0	Artemisia ludoviciana	137.967	78	66	Whole	1991
7/13/1983	C	2	10	1	0	0	Rumex acetosella	25.6	31.5	28	Whole	1991
7/13/1983	C	2	10	1	0	0	Polygonum convolvulus	0.04	7.5	4	Whole	1991
7/13/1983	C	2	10	1	0	0	Penstemon gracilis	0.03	4.5	4.5	Whole	1991
7/13/1983	C	2	10	1	0	0	Lychnis alba	1.433	30	18	Whole	1991
7/13/1983	C	2	10	1	0	0	Erigeron canadensis	19.667	75	75	Whole	1991
7/13/1983	C	2	10	1	0	0	Chenopodium album	0.133	16	16	Whole	1991
7/13/1983	C	2	10	1	0	0	Asclepias syriaca	1.133	30	30	Whole	1991
7/13/1983	C	2	10	1	0	0	Oxybaphus hirsutus	0.023	1.5	1.5	Whole	1991
7/13/1983	C	2	10	1	0	0	Schizachyrium scoparium	24.767	92	31	Whole	1991
7/13/1983	C	2	10	1	0	0	Artemisia (caudata)	0.057	9	9	Whole	1991
7/13/1983	C	2	10	1	0	0	Rubus sp.	17.3	30	23	Whole	1991
7/13/1983	C	2	10	1	0	0	Miscellaneous litter	139.6	-3	-3	Whole	1991
7/13/1983	C	2	10	1	0	0	Panicum capillare	0.267	15.5	8	Whole	1991
7/13/1983	C	2	10	1	0	0	Panicum oligosanthes	67.767	37	29	Whole	1991
7/13/1983	C	2	10	1	0	0	Panicum praecocious	0.017	2.5	2.5	Whole	1991
7/13/1983	C	2	10	1	0	0	Poa pratensis	0.233	18.5	13	Whole	1991
7/13/1983	C	2	10	1	0	0	Cyperus sp.	0.233	33	22.5	Whole	1991
7/13/1983	C	2	11	4	10	0	Poa pratensis	0.333	35	16	Whole	1991
7/13/1983	C	2	11	4	10	0	Rudbeckia serotina	0.667	15	15	Whole	1991
7/13/1983	C	2	11	4	10	0	Cyperus sp.	3.4	41	27	Whole	1991
7/13/1983	C	2	11	4	10	0	Erigeron strigosus	0.053	7.5	7.5	Whole	1991
7/13/1983	C	2	11	4	10	0	Erigeron canadensis	65.8	141	95	Whole	1991
7/13/1983	C	2	11	4	10	0	Chenopodium album	0.003	3	3	Whole	1991
7/13/1983	C	2	11	4	10	0	Polygonum convolvulus	2.5	49	33	Whole	1991
7/13/1983	C	2	11	4	10	0	Anemone cylindrica	0.333	10	7.5	Whole	1991
7/13/1983	C	2	11	4	10	0	Rubus sp.	36.767	43	33	Whole	1991
7/13/1983	C	2	11	4	10	0	Oxybaphus hirsutus	0.057	2	2	Whole	1991
7/13/1983	C	2	11	4	10	0	Sorghastrum nutans	33.5	134.5	40	Whole	1991
7/13/1983	C	2	11	4	10	0	Lithospermum caroliniense	0.167	9	9	Whole	1991
7/13/1983	C	2	11	4	10	0	Setaria lutescens	101.6	108	62	Whole	1991
7/13/1983	C	2	11	4	10	0	Panicum praecocious	18.3	32	22	Whole	1991
7/13/1983	C	2	11	4	10	0	Panicum oligosanthes	67.5	42	38	Whole	1991
7/13/1983	C	2	11	4	10	0	Agropyron repens	3.233	103	25	Whole	1991
7/13/1983	C	2	11	4	10	0	Miscellaneous litter	172.833	-3	-3	Whole	1991
7/13/1983	C	2	11	4	10	0	Panicum capillare	6.033	46	28	Whole	1991
7/13/1983	C	2	11	4	10	0	Schizachyrium scoparium	47.067	103	71	Whole	1991
7/13/1983	C	2	13	8	80	0	Setaria lutescens	4	54	33	Whole	1991
7/13/1983	C	2	13	8	80	0	Poa pratensis	0.7	34.5	13	Whole	1991
7/13/1983	C	2	13	8	80	0	Sorghastrum nutans	10.133	81	73	Whole	1991
7/13/1983	C	2	13	8	80	0	Miscellaneous litter	151.1	-3	-3	Whole	1991
7/13/1983	C	2	13	8	80	0	Agropyron repens	409.9	115	105	Whole	1991
7/13/1983	C	2	13	8	80	0	Panicum oligosanthes	182	62	47	Whole	1991
7/13/1983	C	2	13	8	80	0	Chenopodium album	53.3	77	42	Whole	1991
7/13/1983	C	2	13	8	80	0	Artemisia ludoviciana	506.3	122	101	Whole	1991
7/13/1983	C	2	14	8	80	0	Erigeron canadensis	261.067	116	112	Whole	1991
7/13/1983	C	2	14	8	80	0	Asclepias syriaca	18.7	86	86	Whole	1991
7/13/1983	C	2	14	8	80	0	Artemisia ludoviciana	864.9329	150	100	Whole	1991
7/13/1983	C	2	14	8	80	0	Setaria lutescens	88.333	112	73	Whole	1991
7/13/1983	C	2	14	8	80	0	Poa pratensis	6.8	59	32	Whole	1991
7/13/1983	C	2	14	8	80	0	Panicum oligosanthes	125.467	59	46	Whole	1991
7/13/1983	C	2	14	8	80	0	Schizachyrium scoparium	4.6	96	50	Whole	1991
7/13/1983	C	2	14	8	80	0	Miscellaneous litter	206.667	-3	-3	Whole	1991
7/13/1983	C	2	14	8	80	0	Polygonum convolvulus	11.433	76	30	Whole	1991
7/13/1983	C	2	16	3	6	0	Polygonum convolvulus	1.3	42	38	Whole	1991
7/13/1983	C	2	16	3	6	0	Cyperus sp.	2.933	56	22	Whole	1991
7/13/1983	C	2	16	3	6	0	Viola sp.	0.033	5	4	Whole	1991
7/13/1983	C	2	16	3	6	0	Miscellaneous litter	347.933	-3	-3	Whole	1991
7/13/1983	C	2	16	3	6	0	Schizachyrium scoparium	1.333	28	22	Whole	1991
7/13/1983	C	2	16	3	6	0	Panicum capillare	0.567	35	13	Whole	1991
7/13/1983	C	2	16	3	6	0	Panicum oligosanthes	28.7	31.5	23.5	Whole	1991
7/13/1983	C	2	16	3	6	0	Panicum perlongum	0.07	13.5	13	Whole	1991
7/13/1983	C	2	16	3	6	0	Panicum praecocious	1.7	25	17	Whole	1991
7/13/1983	C	2	16	3	6	0	Poa pratensis	16.833	30	17	Whole	1991
7/13/1983	C	2	16	3	6	0	Sorghastrum nutans	2.467	40	33.5	Whole	1991
7/13/1983	C	2	16	3	6	0	Rubus sp.	218.833	45	39	Whole	1991
7/13/1983	C	2	16	3	6	0	Lespedeza capitata	7.033	38.5	38.5	Whole	1991
7/13/1983	C	2	16	3	6	0	Artemisia (caudata)	0.407	8	7	Whole	1991
7/13/1983	C	2	16	3	6	0	Lychnis alba	141.867	77	59	Whole	1991
7/13/1983	C	2	16	3	6	0	Rudbeckia serotina	1.267	17.5	16	Whole	1991
7/13/1983	C	2	16	3	6	0	Cirsium sp.	0.04	3.5	3.5	Whole	1991
7/13/1983	C	2	16	3	6	0	Setaria lutescens	11.833	72	32	Whole	1991
7/13/1983	C	2	16	3	6	0	Erigeron canadensis	40.267	109	86	Whole	1991
7/13/1983	C	2	17	6	28	0	Erigeron canadensis	17.433	93	92	Whole	1991
7/13/1983	C	2	17	6	28	0	Poa pratensis	0.667	30	25	Whole	1991
7/13/1983	C	2	17	6	28	0	Setaria lutescens	12.7	52	35	Whole	1991
7/13/1983	C	2	17	6	28	0	Cyperus sp.	0.667	35	20	Whole	1991
7/13/1983	C	2	17	6	28	0	Artemisia ludoviciana	109.6	94	86	Whole	1991
7/13/1983	C	2	17	6	28	0	Panicum oligosanthes	332.267	72	43	Whole	1991
7/13/1983	C	2	17	6	28	0	Panicum capillare	1.1	46	46	Whole	1991
7/13/1983	C	2	17	6	28	0	Schizachyrium scoparium	1.3	36	30	Whole	1991
7/13/1983	C	2	17	6	28	0	Miscellaneous litter	106	-3	-3	Whole	1991
7/13/1983	C	2	17	6	28	0	Rubus sp.	25.467	38.5	36	Whole	1991
7/13/1983	C	2	20	6	28	0	Asclepias syriaca	4.4	49	43	Whole	1991
7/13/1983	C	2	20	6	28	0	Miscellaneous herbs	0.197	7	7	Whole	1991
7/13/1983	C	2	20	6	28	0	Solidago rigida	164.233	122	119.5	Whole	1991
7/13/1983	C	2	20	6	28	0	Polygonum convolvulus	0.027	9	9	Whole	1991
7/13/1983	C	2	20	6	28	0	Physalis virginiana	0.083	4.5	4.5	Whole	1991
7/13/1983	C	2	20	6	28	0	Poa pratensis	2.4	63	19	Whole	1991
7/13/1983	C	2	20	6	28	0	Lychnis alba	10.4	80	80	Whole	1991
7/13/1983	C	2	20	6	28	0	Aster azureus	0.303	13.5	13.5	Whole	1991
7/13/1983	C	2	20	6	28	0	Agrostis scabra	0.02	9.5	9.5	Whole	1991
7/13/1983	C	2	20	6	28	0	Lathyrus venosus	2.033	52	52	Whole	1991
7/13/1983	C	2	20	6	28	0	Setaria lutescens	7.467	50	15	Whole	1991
7/13/1983	C	2	20	6	28	0	Sorghastrum nutans	20.933	72	71	Whole	1991
7/13/1983	C	2	20	6	28	0	Panicum oligosanthes	12.433	73	34	Whole	1991
7/13/1983	C	2	20	6	28	0	Schizachyrium scoparium	0.267	37	23	Whole	1991
7/13/1983	C	2	20	6	28	0	Miscellaneous litter	345	-3	-3	Whole	1991
7/13/1983	C	2	20	6	28	0	Artemisia ludoviciana	603.933	138	90	Whole	1991
7/13/1983	C	2	21	9	0	0	Lespedeza capitata	27.267	86.5	45	Whole	1983
7/13/1983	C	2	21	9	0	0	Rubus sp.	21.867	41	34	Whole	1983
7/13/1983	C	2	21	9	0	0	Sorghastrum nutans	1.433	50	42	Whole	1983
7/13/1983	C	2	21	9	0	0	Setaria lutescens	10.3	23	18	Whole	1983
7/13/1983	C	2	21	9	0	0	Ambrosia coronopifolia	14.733	50.5	43	Whole	1983
7/13/1983	C	2	21	9	0	0	Panicum praecocious	0.027	2.5	2.5	Whole	1983
7/13/1983	C	2	21	9	0	0	Oenothera biennis	0.21	6.5	4.5	Whole	1983
7/13/1983	C	2	21	9	0	0	Panicum oligosanthes	4.9	36	7	Whole	1983
7/13/1983	C	2	21	9	0	0	Schizachyrium scoparium	57.1	77	63	Whole	1983
7/13/1983	C	2	21	9	0	0	Poa pratensis	20.033	84.5	48	Whole	1983
7/13/1983	C	2	21	9	0	0	Anemone cylindrica	11.933	52	14	Whole	1983
7/13/1983	C	2	21	9	0	0	Artemisia ludoviciana	300.533	78	58	Whole	1983
7/13/1983	C	2	21	9	0	0	Erigeron canadensis	0.2	25	25	Whole	1983
7/13/1983	C	2	21	9	0	0	Physalis virginiana	2.667	29.5	26	Whole	1983
7/13/1983	C	2	21	9	0	0	Sisyrinchium campestre	0.037	16	11	Whole	1983
7/13/1983	C	2	21	9	0	0	Viola pedatifida	2.867	19.5	17	Whole	1983
7/13/1983	C	2	21	9	0	0	Equisetum laevigatum	0.4	23.5	17	Whole	1983
7/13/1983	C	2	21	9	0	0	Miscellaneous litter	224.267	-3	-3	Whole	1983
7/13/1983	C	2	21	9	0	0	Asclepias syriaca	4.867	44	33.5	Whole	1983
7/13/1983	C	2	24	3	6	0	Poa pratensis	0.9	45	34	Whole	1991
7/13/1983	C	2	24	3	6	0	Rubus sp.	19.467	39	34	Whole	1991
7/13/1983	C	2	24	3	6	0	Sorghastrum nutans	2.3	60	26	Whole	1991
7/13/1983	C	2	24	3	6	0	Miscellaneous herbs	0.013	1	1	Whole	1991
7/13/1983	C	2	24	3	6	0	Viola pedatifida	0.7	8.5	8.5	Whole	1991
7/13/1983	C	2	24	3	6	0	Polygonum convolvulus	0.067	6	5.5	Whole	1991
7/13/1983	C	2	24	3	6	0	Erigeron canadensis	0.053	13	13	Whole	1991
7/13/1983	C	2	24	3	6	0	Artemisia ludoviciana	198.833	94	63	Whole	1991
7/13/1983	C	2	24	3	6	0	Panicum oligosanthes	76.333	41	36	Whole	1991
7/13/1983	C	2	24	3	6	0	Ambrosia coronopifolia	2.3	34	34	Whole	1991
7/13/1983	C	2	24	3	6	0	Miscellaneous litter	102.133	-3	-3	Whole	1991
7/13/1983	C	2	24	3	6	0	Cyperus sp.	3.567	48	35	Whole	1991
7/13/1983	C	2	24	3	6	0	Setaria lutescens	10.767	45	27	Whole	1991
7/13/1983	C	2	24	3	6	0	Panicum perlongum	5.4	36	26	Whole	1991
7/13/1983	C	2	24	3	6	0	Schizachyrium scoparium	5.3	80	36	Whole	1991
7/13/1983	C	2	24	3	6	0	Agrostis scabra	0.013	12	10.5	Whole	1991
7/13/1983	C	2	24	3	6	0	Agropyron repens	0.167	21	19	Whole	1991
7/13/1983	C	2	24	3	6	0	Anemone cylindrica	0.067	5	5	Whole	1991
7/13/1983	C	2	24	3	6	0	Rosa arkansana	47.033	41.5	32.5	Whole	1991
7/13/1983	C	2	25	7	50	0	Erigeron canadensis	31.367	147	147	Whole	1991
7/13/1983	C	2	25	7	50	0	Polygonum convolvulus	16.367	55	39	Whole	1991
7/13/1983	C	2	25	7	50	0	Chenopodium album	0.01	5.5	5.5	Whole	1991
7/13/1983	C	2	25	7	50	0	Artemisia ludoviciana	508.567	125	100	Whole	1991
7/13/1983	C	2	25	7	50	0	Setaria lutescens	4.833	56	18	Whole	1991
7/13/1983	C	2	25	7	50	0	Poa pratensis	0.063	17.5	16	Whole	1991
7/13/1983	C	2	25	7	50	0	Panicum praecocious	7.567	66.5	27	Whole	1991
7/13/1983	C	2	25	7	50	0	Panicum perlongum	1.2	50	31	Whole	1991
7/13/1983	C	2	25	7	50	0	Panicum oligosanthes	80.033	77.5	62	Whole	1991
7/13/1983	C	2	25	7	50	0	Panicum capillare	0.067	9	9	Whole	1991
7/13/1983	C	2	25	7	50	0	Agropyron repens	2.633	42	24.5	Whole	1991
7/13/1983	C	2	25	7	50	0	Miscellaneous litter	188.867	-3	-3	Whole	1991
7/13/1983	C	2	26	7	50	0	Poa pratensis	5.7	60	28	Whole	1991
7/13/1983	C	2	26	7	50	0	Solidago nemoralis	7.167	71	39	Whole	1991
7/13/1983	C	2	26	7	50	0	Polygonum convolvulus	0.02	9.5	9.5	Whole	1991
7/13/1983	C	2	26	7	50	0	Lychnis alba	107.833	108	63	Whole	1991
7/13/1983	C	2	26	7	50	0	Erigeron canadensis	3.767	80	80	Whole	1991
7/13/1983	C	2	26	7	50	0	Artemisia ludoviciana	588.7	149	120	Whole	1991
7/13/1983	C	2	26	7	50	0	Ambrosia coronopifolia	15.467	56	33	Whole	1991
7/13/1983	C	2	26	7	50	0	Miscellaneous litter	245.633	-3	-3	Whole	1991
7/13/1983	C	2	26	7	50	0	Setaria lutescens	5.033	54.5	20	Whole	1991
7/13/1983	C	2	26	7	50	0	Panicum praecocious	2.033	43	34	Whole	1991
7/13/1983	C	2	26	7	50	0	Panicum oligosanthes	56.7	78	50	Whole	1991
7/13/1983	C	2	26	7	50	0	Schizachyrium scoparium	9.9	86	36	Whole	1991
7/13/1983	C	2	26	7	50	0	Agropyron repens	1.733	74	21	Whole	1991
7/13/1983	C	2	26	7	50	0	Sorghastrum nutans	2.067	70.5	57	Whole	1991
7/13/1983	C	2	29	2	3	0	Aristida basiramea	0.017	22	18	Whole	1991
7/13/1983	C	2	29	2	3	0	Miscellaneous litter	127.533	-3	-3	Whole	1991
7/13/1983	C	2	29	2	3	0	Agropyron repens	0.367	40.5	40.5	Whole	1991
7/13/1983	C	2	29	2	3	0	Schizachyrium scoparium	24.2	88	41	Whole	1991
7/13/1983	C	2	29	2	3	0	Panicum oligosanthes	59.033	47.5	36	Whole	1991
7/13/1983	C	2	29	2	3	0	Panicum perlongum	1.567	27	22.5	Whole	1991
7/13/1983	C	2	29	2	3	0	Poa pratensis	5.133	58	31	Whole	1991
7/13/1983	C	2	29	2	3	0	Sorghastrum nutans	18.967	141.5	59	Whole	1991
7/13/1983	C	2	29	2	3	0	Cyperus sp.	3.5	67	49	Whole	1991
7/13/1983	C	2	29	2	3	0	Rosa arkansana	1.533	14	8	Whole	1991
7/13/1983	C	2	29	2	3	0	Lespedeza capitata	0.8	27	27	Whole	1991
7/13/1983	C	2	29	2	3	0	Artemisia ludoviciana	67.9	73.5	55	Whole	1991
7/13/1983	C	2	29	2	3	0	Aster azureus	44.8	98	86	Whole	1991
7/13/1983	C	2	29	2	3	0	Erigeron canadensis	130.9	128	87	Whole	1991
7/13/1983	C	2	29	2	3	0	Viola sp.	0.017	4.5	4.5	Whole	1991
7/13/1983	C	2	29	2	3	0	Oxybaphus hirsutus	49.833	89	69	Whole	1991
7/13/1983	C	2	29	2	3	0	Setaria lutescens	3.333	40.5	22	Whole	1991
7/13/1983	C	2	29	2	3	0	Silene antirrhina	0.067	19	19	Whole	1991
7/13/1983	C	2	30	3	6	0	Artemisia ludoviciana	80.633	86	58	Whole	1991
7/13/1983	C	2	30	3	6	0	Erigeron strigosus	0.02	2	2	Whole	1991
7/13/1983	C	2	30	3	6	0	Oxybaphus hirsutus	0.063	9	7.5	Whole	1991
7/13/1983	C	2	30	3	6	0	Viola pedatifida	0.467	12.5	11.5	Whole	1991
7/13/1983	C	2	30	3	6	0	Tragopogon dubius	0.003	5.5	5.5	Whole	1991
7/13/1983	C	2	30	3	6	0	Rudbeckia serotina	0.003	2	2	Whole	1991
7/13/1983	C	2	30	3	6	0	Polygonum convolvulus	0.053	9	7.5	Whole	1991
7/13/1983	C	2	30	3	6	0	Polygala polygama	0.067	13	13	Whole	1991
7/13/1983	C	2	30	3	6	0	Oenothera biennis	0.007	1.5	1.5	Whole	1991
7/13/1983	C	2	30	3	6	0	Lithospermum canescens	5.667	20.5	19.5	Whole	1991
7/13/1983	C	2	30	3	6	0	Erigeron canadensis	0.3	25	25	Whole	1991
7/13/1983	C	2	30	3	6	0	Panicum perlongum	4.1	37	25.5	Whole	1991
7/13/1983	C	2	30	3	6	0	Cyperus sp.	0.9	37.5	19	Whole	1991
7/13/1983	C	2	30	3	6	0	Carex sp.	32.333	60.5	40	Whole	1991
7/13/1983	C	2	30	3	6	0	Sorghastrum nutans	8.7	116	40	Whole	1991
7/13/1983	C	2	30	3	6	0	Miscellaneous litter	45.2	-3	-3	Whole	1991
7/13/1983	C	2	30	3	6	0	Poa pratensis	0.867	51.5	33	Whole	1991
7/13/1983	C	2	30	3	6	0	Ambrosia coronopifolia	2.5	32	30	Whole	1991
7/13/1983	C	2	30	3	6	0	Agrostis scabra	0.233	38	24	Whole	1991
7/13/1983	C	2	30	3	6	0	Schizachyrium scoparium	8.767	94	48	Whole	1991
7/13/1983	C	2	30	3	6	0	Panicum oligosanthes	191.5	63	41	Whole	1991
7/13/1983	C	2	31	4	10	0	Ambrosia coronopifolia	15.133	52	38	Whole	1991
7/13/1983	C	2	31	4	10	0	Polygonum convolvulus	0.267	19	7	Whole	1991
7/13/1983	C	2	31	4	10	0	Panicum praecocious	6.467	27	21	Whole	1991
7/13/1983	C	2	31	4	10	0	Erigeron canadensis	78.833	114	113	Whole	1991
7/13/1983	C	2	31	4	10	0	Setaria lutescens	0.04	9	6	Whole	1991
7/13/1983	C	2	31	4	10	0	Poa pratensis	1.233	48	28	Whole	1991
7/13/1983	C	2	31	4	10	0	Panicum perlongum	20.533	40	27	Whole	1991
7/13/1983	C	2	31	4	10	0	Solidago rigida	42.133	71	69	Whole	1991
7/13/1983	C	2	31	4	10	0	Oxybaphus hirsutus	0.067	5	3.5	Whole	1991
7/13/1983	C	2	31	4	10	0	Miscellaneous litter	290.367	-3	-3	Whole	1991
7/13/1983	C	2	31	4	10	0	Schizachyrium scoparium	3.367	63	38	Whole	1991
7/13/1983	C	2	31	4	10	0	Panicum capillare	0.1	20	20	Whole	1991
7/13/1983	C	2	31	4	10	0	Artemisia ludoviciana	332.4	85	54	Whole	1991
7/13/1983	C	2	31	4	10	0	Panicum oligosanthes	2	25	18	Whole	1991
7/13/1983	C	2	31	4	10	0	Cyperus sp.	0.9	40	26	Whole	1991
7/13/1983	C	2	32	9	0	0	Erigeron canadensis	48.033	114	80	Whole	1991
7/13/1983	C	2	32	9	0	0	Solidago nemoralis	32.1	56	30	Whole	1991
7/13/1983	C	2	32	9	0	0	Polygonum convolvulus	1.2	30	16	Whole	1991
7/13/1983	C	2	32	9	0	0	Polygala polygama	0.077	4	4	Whole	1991
7/13/1983	C	2	32	9	0	0	Euphorbia corollata	6.067	58	37.5	Whole	1991
7/13/1983	C	2	32	9	0	0	Oxybaphus hirsutus	0.2	6.5	4.5	Whole	1991
7/13/1983	C	2	32	9	0	0	Artemisia ludoviciana	108.067	75	60	Whole	1991
7/13/1983	C	2	32	9	0	0	Panicum oligosanthes	4.933	25.5	12	Whole	1991
7/13/1983	C	2	32	9	0	0	Poa pratensis	0.233	19.5	8	Whole	1991
7/13/1983	C	2	32	9	0	0	Miscellaneous litter	57.2	-3	-3	Whole	1991
7/13/1983	C	2	32	9	0	0	Lithospermum caroliniense	11.767	30	19	Whole	1991
7/13/1983	C	2	32	9	0	0	Panicum capillare	0.367	24	24	Whole	1991
7/13/1983	C	2	32	9	0	0	Artemisia (caudata)	20.967	24	20	Whole	1991
7/13/1983	C	2	32	9	0	0	Panicum perlongum	0.08	10	9	Whole	1991
7/13/1983	C	2	32	9	0	0	Panicum praecocious	17.033	25	20	Whole	1991
7/13/1983	C	2	32	9	0	0	Setaria lutescens	2.667	13	10	Whole	1991
7/13/1983	C	2	32	9	0	0	Sorghastrum nutans	27.567	125	40	Whole	1991
7/13/1983	C	2	32	9	0	0	Cyperus sp.	1.367	40	20	Whole	1991
7/13/1983	C	2	32	9	0	0	Lespedeza capitata	12.167	39	27	Whole	1991
7/13/1983	C	2	32	9	0	0	Ambrosia coronopifolia	2.833	32	32	Whole	1991
