"scale","tscale","iter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
0.3,20,2,-0.0491236319377728,-0.0576196658946165,-0.109240102866883,-0.180545895632211,-0.133707432471326,-0.0847807804337576,-0.0352862981383403,-0.100074000010506,0.132576375759606,0.116039289882045,0.122590648067904,0.116395145048917,0.00694994374033281,-0.0316564585416846,-0.0161532788170549,-0.120056751592903,-0.0604918961889167,-0.113606294275467,-0.0337454796505082,-0.0149246494277998,0.1082481857559,0.110876492174848,0.103378950318501,0.0676423213526175,970,0.0439013716564694,800,0.0374333795384703,919,0.0679096393829942,800,0.277437282371297,970,0.0428242869622055,800,0.145822239214888,970,0.104257556796612,800,0.743783148053753
0.3,21,2,-0.0706935515501282,0.0313442520260669,-0.059358686606892,-0.0647441006684633,-0.167687929038749,-0.223397518201388,-0.104038193206555,-0.0647441006684633,0.127117996491237,0.111458462782852,0.116237495993008,0.109646909190193,0.0127498979786173,-0.0128878992999625,-0.0145837360964151,-0.0991257785302094,-0.0330070085980926,-0.0499214501851058,-0.0634547659577714,-0.0345684287325208,0.105214031901335,0.107242913693431,0.10056795222973,0.0647441006684633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,22,2,-0.0825772007988776,0.0458562206311366,-0.0901877891761596,-0.0187383997769792,-0.0727106323789763,-0.093285934209722,-0.0395673270837664,-0.107188861097675,0.121509829473935,0.107188861097675,0.107884145857394,0.102147045359585,0.0176257059549438,-0.0113899237385638,-0.00563349551048917,-0.0833162643418076,-0.0248428957440032,-0.0548825067507686,-0.0335018806416896,-0.124583637451145,0.101372048326613,0.0998738444243736,0.0947339742144204,0.0636075655766929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,23,2,-0.146404166521151,0.0320441643862234,-0.038500829269887,-0.00241608048499177,-0.135477452248068,-0.0546678555540868,-0.102918418005722,-0.0407290984007694,0.115034407034635,0.102779554071424,0.10607069327195,0.10525816378024,0.0163386669548716,-0.0132614577740618,-0.0216795804640075,-0.0992409755969586,-0.0610432147051866,-0.111295998172223,-0.057936960222313,-0.0537722881369099,0.0978459142417,0.0944021343883895,0.0902049304558213,0.053809181020642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,24,2,-0.082541727869441,0.0171876323586384,-0.00929764797142541,0.0208314979803786,-0.221383582460074,-0.0750406718472074,-0.0645338871090694,-0.0155099775199935,0.111189214920733,0.0973621127283565,0.10215887338992,0.0939721753393125,0.0212844009902496,-0.00989250990295387,-0.0187233042360579,-0.115758364067466,-0.074656644551169,-0.173718577933134,-0.0238317343232384,-0.0142893646302846,0.0924955573812055,0.0920466402078487,0.0855481533087046,0.0521984570206403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,25,2,-0.0291295400148486,-0.042608503141876,-0.00861445643488619,1.11022302462516e-18,-0.124639256068223,-0.0372059106614232,-0.0434475907467821,-0.0256201378829809,0.10571643595725,0.0913618788798054,0.0986072857776089,0.0959158109119348,0.0173714218657463,-0.0354332609755779,-0.0129226230536439,-0.0975827451135352,-0.0658062398014472,-0.0469405438736491,-0.0195432005927468,-0.109633600957008,0.0897497837188445,0.0891011970732619,0.0836466002150358,0.0512957906440695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,26,2,-0.204354076116992,-0.00861690350123614,-0.00432035326822768,-0.00680502723688763,-0.0358145901679964,-0.100457936174973,-0.0439749300965193,-0.0668890667593321,0.102310404585157,0.0890290626390116,0.0957731333332733,0.0898221121468091,0.022756835399811,-0.0386607031546928,-0.0273739833128031,-0.0884083673132907,-0.182161478784404,-0.0529245331135654,-0.00840587990790811,-0.0520979101078966,0.0864271515643776,0.0872978456463386,0.0814031851292379,0.0484712938547894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,27,2,-0.171113288832661,-0.0034471078496421,-0.0193072934678995,-0.0417041208465268,-0.0309581172060585,-0.0667028194197399,-0.0238650746811301,-0.00101477682178204,0.0998618284100393,0.0853564381364405,0.0930796245222739,0.0846101238167037,0.0141405690378615,-0.0288600662715255,-0.0188438045235626,-0.0915541960072857,-0.0250279791795584,-0.0716908758847453,-0.0297515096169767,-0.0608232494539664,0.0836586100124316,0.0841821700979843,0.0783882523466735,0.0506059313414471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,28,2,-0.0955053089080903,0.0246343144752899,-0.0171447844678299,-0.0449836662671695,-0.0638159090866295,-0.128311985484323,-0.0285181320077776,-0.0277751631638575,0.0954720088723778,0.0849702904909883,0.0900255750887397,0.0825996165417245,0.0172913348815653,-0.0294716750918933,-0.0339505526576868,-0.0622575860710345,-0.0266862286367936,-0.035399715715974,-0.0592772498686292,-0.122642400160184,0.0797103604798773,0.0803743483574911,0.0777920136559116,0.0444719915307137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,29,2,-0.0527247015559837,0.00950989092169548,-0.0315962321335916,-0.0726496729609638,-0.035267121996324,-0.0255208332292316,-0.0172573391976015,-0.0574140608134107,0.0913332259110586,0.0823646738223989,0.0847765480901657,0.0737433354912902,0.0108157778915532,-0.0366608806783573,-0.011140192287624,-0.0686495121823814,-0.107819328826221,-0.0474495814121621,-0.033892287470119,-0.0207163400147907,0.0770204214312791,0.0757663647357317,0.0761259379482234,0.0431987230515644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,30,2,-0.037451707900512,0.0269501958258913,-0.132552050885524,-0.106848426817869,-0.0517335287782742,-0.0317892754648592,-0.0338243601562469,-0.038952362575834,0.0881930453932201,0.0787336171154949,0.0808636103008682,0.0731457169451271,0.00801784313420264,-0.0183119762589411,-0.0080573312295715,-0.0801572549146896,-0.0723749696977653,-0.0214295115259686,-0.0380835494075112,-0.0220466160748455,0.0743395021061827,0.0743613729378401,0.0732408192445407,0.0462098120373297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,31,2,-0.104314981850386,-0.0128917161618218,-0.0381726941007484,-0.0474468306176759,-0.0296373169151403,-0.128974216182877,-0.111797932348378,-0.0270428771098208,0.0837309036800227,0.0733418566490579,0.0771215373830367,0.0717843971678463,0.00423664522777701,-0.0302298328637741,-0.0368550478137205,-0.130015842796771,-0.0949819025537561,-0.0240667607101383,-0.0121048815971506,0.0258103000036165,0.0724872884088328,0.0704898902831207,0.0705382926462398,0.0434200149026436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,32,2,-0.0814111180606118,0.00204861008550041,-0.0719557841560639,-0.033912164635499,-0.030702269961108,-0.0857949291616822,-0.0403432556661114,-0.028214615985688,0.0820453649237337,0.0698452776876112,0.0758958416082851,0.0732122347960027,0.00730046409942204,-0.0188880957797269,-0.108884759011646,-0.0648636716351771,-0.0730719742373789,-0.0243506809165996,-0.0292145974202216,0.0149386187794687,0.070998819774377,0.068716641240043,0.0681347142154424,0.0403021101697131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,33,2,-0.0769884017212729,-0.039719677436905,-0.0420089200339361,-0.00686447422116516,-0.0156792555589408,-0.0296295701674192,-0.0297220985761129,-0.0194091953658947,0.0803493186421857,0.0716923421143034,0.0747427055954026,0.0708440373282274,0.00374587745355082,-0.00840683552377551,-0.0376849272453547,-0.0660546078504921,-0.0204774375105478,-0.0232741966282746,-0.0790558651823867,0.0099155427638914,0.0678388270004414,0.067751139759713,0.0677050257277748,0.0414048529157295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,34,2,-0.135884082308289,-0.0258076528886216,-0.0716504848711344,-0.0469416144735871,-0.0182899440239013,-0.0195881232792351,-0.0492346009874021,-0.106203468018948,0.0769880320866753,0.0703072484936876,0.0723487029458102,0.0646242522745947,0.000763984894213559,-0.0260538683643955,-0.0188059677809781,-0.0931875650231903,-0.027339292900711,-0.00796017309703568,-0.0478827734707952,0.0122400116830857,0.0664835138689201,0.0652706907074998,0.0625818343710035,0.0387717911139669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,35,2,-0.0808085522643939,-0.0373124242589108,-0.071720698793494,-0.0168712293285675,-0.0343523461390993,-0.0016176826857002,-0.0822271210827888,-0.0437564677418397,0.0760829155831375,0.0675956368506289,0.0719125753792907,0.0634217354959609,0.00330948044357492,-0.0249545429825968,-0.00781338957719216,-0.085301454426634,-0.0354197396265147,-0.0123307500603386,-0.0456355039811509,0.0136581657412286,0.0649599301748798,0.0629725403930271,0.0598140941467282,0.0368476435837377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,36,2,-0.0560380309177072,0.00848575744706936,-0.0639606970276124,-0.0425410103045664,-0.0338572615783246,-0.00184375191513533,-0.036499269431674,-0.100303275351228,0.0747185522783061,0.0662972535015338,0.0689164652907462,0.0619678107815334,0.0076232457139378,-0.0267720296071988,-0.0024945526350362,-0.050480461982671,-0.0676003709833458,-0.0160141743565051,-0.0775323641059088,-0.0151004290719162,0.062973337654851,0.0616445412237498,0.0590425735800029,0.0366178027187465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,37,2,-0.0419461044148169,-0.00119216953343481,-0.0256226873023983,-0.0159592709864828,-0.0545234895415529,0.00617927144862113,-0.041076371722822,-0.0975923760174115,0.0722238642498264,0.065695809238288,0.0680254091425723,0.0583644391717128,0.00741721204599353,-0.00356918167602882,-0.000333671238440523,-0.0555974328301518,-0.0845070415124431,-0.000705706594694214,-0.0850767581554446,0.0100723050077074,0.0610481748739366,0.0594306086400372,0.0570173319336073,0.034261854559785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,38,2,-0.0276454237368545,-0.0242954182390367,-0.0407582444899386,-0.0285576123246308,-0.0390674890145445,0.00381405328216671,-0.0229073998906016,-0.0357796345799402,0.0688840287091305,0.0635382891799313,0.064803225484328,0.0581198985090992,0.008254146285659,-0.00877326910349043,-0.00636105097071434,-0.0523163831131661,-0.0342687169449829,-0.00442083503260868,-0.015339228797103,0.0194842122476445,0.0594416439562014,0.0573679676553083,0.0536452966286967,0.0356012217645355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,39,2,-0.0194699766010576,-0.0423724928963586,-0.0375450231433231,-0.057041629526265,-0.108066504881376,-0.00352489719560519,-0.0288187204269846,-0.06909300463513,0.0671430461095312,0.061674077482649,0.0620607212474469,0.0535643844281022,0.0094806929616945,-0.00711347621242543,-0.00701201628722373,-0.0543946357717293,-0.0114292053140027,0.00227507988740216,-0.00916799365159659,0.0201415512997682,0.0575319126402849,0.0562072609701487,0.0533794168044178,0.0352063880607659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,40,2,-0.0304715354204921,-0.044030072442713,-0.0496032840468878,-0.039900372302549,-0.027342456846642,-0.0652976585137327,-0.0152316424144811,-0.0242965145757242,0.0665017629803519,0.0605884425852927,0.0615297530792671,0.0511716342811306,0.00984250666321446,-0.00745112148718319,0.00163262746019416,-0.0425972957328131,-0.0125522985949309,-0.00906458451562247,-0.0122145003704668,0.0160887559855143,0.0565523432909827,0.0555635596330127,0.0503411091783767,0.0353067461880788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,41,2,-0.0510812232725265,-0.00807741714538204,-0.0652994766447672,-0.0264680309350236,-0.02562258785367,-0.066961895931069,-0.0157160247900125,-0.0182613910174331,0.0646946426816439,0.0595044280922699,0.0588974898439262,0.0533814837474348,0.00145346578542064,-0.00660111915363934,-0.00441695890416367,-0.0498951320270593,-0.00659244706682712,-0.010720595652708,-0.0147588739286493,0.0049658281766156,0.0550922553740403,0.054531405172452,0.0491132772471968,0.0336510652948424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,42,2,-0.0801737102377732,-0.0307827500136014,-0.0330070085980926,-0.00933433542323866,-0.0418537599417232,-0.0653675650755674,-0.029167290798185,-0.0598168005708599,0.0631542940463666,0.0580876559948349,0.0568889528429214,0.0503354923117383,-0.00934269110811455,-0.00628361555042545,0.00222941916747601,-0.0442244860224059,-0.00150880033172832,-0.0196477833945955,-0.0138783498640455,0.0127691597396899,0.0529774395228324,0.0526382649786211,0.0475813249150772,0.032849849454489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,43,2,-0.0487053524226415,-0.0225836183168993,-0.0102429029535858,-0.0517354314307985,-0.0700144392104126,-0.083551990547931,-0.0228099826281797,-0.0465460465165145,0.0628939555553049,0.0576297833655256,0.0546485128746979,0.0480590264382309,-0.000830653083769276,0.00239022951312406,-0.000577813920616995,-0.0727317580668802,-0.0100496129114029,-0.015411348211052,-0.0159774640358723,0.0115776378660274,0.052606830968356,0.0524495862358953,0.046711484915093,0.0356487868677155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,44,2,-0.0526698569429044,0.00369010382323419,-0.0326724467160782,-0.011815351347407,-0.0347503714800801,-0.0521239229416085,-0.0838381694116804,-0.0505596261710076,0.0612166111313126,0.056085308421858,0.0552594992008412,0.048396635505784,-0.0117429714367816,0.000348762947151373,-0.0014389154412347,-0.056765835237773,-0.00982121261796195,-0.028238783371095,-0.0202058541230863,0.00402115245816087,0.0502157879529098,0.0509623866503793,0.0455344931435714,0.0343160981156152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,45,2,-0.0334787442060326,-0.0364600520270992,-0.0162526309640032,-0.0250224725079161,-0.06107236936845,-0.0440732818028207,-0.0364708135721929,-0.000302347823461755,0.0586242580554511,0.0550303752942192,0.0528723720090666,0.0469108866536614,-0.0206563546360928,-0.00470249674922267,-0.00199564210802896,-0.0350859614565713,-0.016197005848045,-0.0196851449864321,-0.0191031932491001,0.0174560111264658,0.0487486889945535,0.0489408817333998,0.0437165398117845,0.0348093450522313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,46,2,-0.0176825284502505,-0.00195858400547846,-0.0158993128995683,-0.0113016404192589,-0.047341560067666,-0.0229078635326686,-0.0228222200977974,-0.0784982154922658,0.0582951461833704,0.053533690058407,0.0524955887739342,0.0479507666740028,-0.0183560467453015,-0.000798903091494378,-0.00315196327018683,-0.0607237989190511,-0.0125503340224962,-0.0247983429134399,-0.0206655537916354,0.0167544655414309,0.0478804703138492,0.0493767945541292,0.0431076395812101,0.0323125612973233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,47,2,-0.0302422485304502,-0.00576554261144642,-0.0139645363284517,-2.95272081017329e-18,-0.035651485517349,-0.0145535041914185,-0.0251777344068766,-0.0312947180669777,0.0562934332297149,0.0523205408213641,0.0508978138656113,0.0485501906909985,-0.0478998255022658,-0.000220484830543544,0.000130132489732685,-0.0518972203514897,-0.00862691719379073,-0.0168196030762792,-0.0283521294704936,0.0201710517061433,0.0471950585357758,0.0478480785880401,0.0412873346912427,0.0328552636290574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,48,2,-0.0201958449414188,0.00450369812492187,-0.00432582009954677,-0.043892510747249,-0.046295073451739,-0.0236666629320777,-0.023415210346925,-0.0162021785122502,0.0555750731567004,0.0509376131882461,0.0503663851185115,0.0463029663608439,-0.019365332471337,-0.000324681896181212,-0.00104843924765658,-0.0566806224195799,-0.0137221042601828,-0.0153178888731265,-0.0128419455485116,0.0202652508912314,0.046709576512629,0.0470196627507884,0.0400856441815152,0.0298191258852885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,49,2,-0.0942869142547314,0.00367412633351568,-0.0100042109502705,-0.0736922022988617,-0.0531664444477465,-0.00507544134160869,-0.021792665918395,-0.0654174041742053,0.0540348381876478,0.0499701837881046,0.0479872501461934,0.0479623165288399,-0.0213738570261338,-0.000211485449705032,0.00179659896908822,-0.0529686296945594,-0.00647669062444689,-0.0150052788961239,-0.0302618834318885,0.01055625538972,0.0452687296159482,0.0455947249217115,0.0409917112520204,0.0289522376657535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,50,2,-0.0382401719475926,0.00359758203490077,-0.0154221744405931,0.00899050195804389,-0.054965132431605,-0.00497393251477652,-0.0192859990212103,-0.0201645645439968,0.0532580409081963,0.0485068877727331,0.048042951650738,0.0464074926911509,-0.00784786053081622,-0.000103359403168848,0.00253211248543125,-0.112081194865426,-0.0225056107150054,-0.0142796253492558,-0.0271216116504679,0.0174015577743805,0.0449085335830819,0.0442161425820418,0.0397109091182542,0.0292456053619563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,51,2,-0.0350361853808946,0.00524014397726078,-0.0104290006463495,-0.00581827270532744,-0.0690479707806614,-0.00681455804657762,-0.0363979998110907,-0.024696914813348,0.0518029195665697,0.0475911336399178,0.0471286472614519,0.0434700262798246,-0.00956280796755169,-0.00557355955598023,-0.000986766350735601,-0.0590814429337236,-0.0792755150555794,0.00127177714121648,-0.0313184831243193,0.00976153780861136,0.04432234257928,0.0428128430708326,0.0396797943873421,0.0248566395825891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,52,2,-0.0888472845861892,1.66736149715516e-05,-0.00685913353728332,0.00744774594278795,-0.0171993340624075,-0.000903018905534038,-0.0252687249911589,-0.061643323164155,0.0503951404393152,0.046606494296379,0.0479363228890395,0.0426877065838198,-0.00121864642178055,0.000585753990090549,-0.00939576951574367,-0.054816800478504,-0.0227086612866362,-0.00242681928001286,-0.0179782137970594,-0.0167122662889156,0.0437857731106848,0.042056061686103,0.037780813116682,0.0270353645614012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,53,2,-0.0395156632862941,-0.00617684840529215,-0.00963821931633945,0.00864356304893558,-0.0190403940724079,0.0047225384977389,-0.0459644619928032,-0.018336992132622,0.0501006305458454,0.0440885038769916,0.0460306782123555,0.0416176465472477,-0.000503174473248318,-0.00227101287263915,-0.00470873800656926,NA,-0.0382669480621186,-0.000393095979298914,-0.0194963620803838,-0.012479216646139,0.0419821218860181,0.0405655036318052,0.0364592720726273,0.0290295013744801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,54,2,-0.0727205855170721,0.00192162660370786,-0.0239071144688068,-0.0100530551390853,-0.0255811175243974,0.00699178370353868,-0.033649579207636,NA,0.0488535483795426,0.0444397933601425,0.0468189911945712,0.0422566474532764,-0.00775389508996638,9.52111018596044e-05,-0.00216697145159607,NA,-0.0189375255868553,0.00249665227423983,-0.0134130064507359,-0.0635923556386138,0.0411091366138691,0.040012351511156,0.0371021795984655,0.027744671802294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
